source:test_barley/clusters_cds_t3	Alexis.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	AmagiNijo.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Beiqing5.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Esterel.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Franka.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Himala2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_ECI-2-0.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_Turkey-19-24.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Hs_XZ2.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Morex_MIPS_cDNAs.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Padanggamu.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	SBCC073_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	Scarlett_fLF.Trinity.fna.gz_l50_E1e-05.diamond.cds.fna.gz.nucl	TX9425.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	Yiwuerleng.trinity.fna.bz2_l50_E1e-05.diamond.cds.fna.gz.nucl	
350_TR3223-c0_g1_i1.fna	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	
351_TR16502-c0_g2_i1.fna	1	1	2	1	2	1	2	2	1	5	1	6	6	1	5	
352_TR1806-c0_g1_i1.fna	2	1	1	1	1	1	1	1	1	1	1	1	1	3	5	
353_TR7869-c0_g1_i1.fna	2	1	1	2	1	1	1	2	2	1	1	1	2	1	1	
354_TR15888-c1_g1_i1.fna	2	3	3	4	2	5	1	3	1	2	4	4	1	6	6	
355_TR18951-c1_g2_i7.fna	5	6	5	7	9	7	3	7	6	4	4	7	7	5	8	
358_TR930-c0_g2_i1.fna	3	4	2	1	5	5	2	1	2	4	7	2	1	7	5	
359_TR14909-c0_g2_i1.fna	1	1	1	2	1	1	2	1	2	2	1	1	2	1	2	
360_TR36238-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	
361_TR9964-c0_g1_i1.fna	1	1	2	2	1	2	2	1	1	3	1	1	1	1	4	
362_TR26684-c0_g8_i2.fna	2	2	4	3	3	2	3	5	2	5	3	7	7	4	4	
363_TR17298-c0_g1_i2.fna	5	3	3	7	7	4	1	0	5	8	5	6	4	4	4	
365_TR30502-c0_g1_i1.fna	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	
366_TR31512-c1_g1_i1.fna	2	2	3	2	2	3	2	2	3	2	1	4	2	3	2	
367_TR24464-c0_g1_i1.fna	2	2	1	1	1	2	2	1	1	1	2	4	2	1	1	
368_TR27665-c0_g1_i1.fna	1	4	1	2	3	2	1	1	4	1	3	2	1	3	4	
369_TR32313-c0_g2_i1.fna	2	1	1	1	1	3	2	1	2	8	4	3	2	3	4	
370_TR7874-c0_g1_i1.fna	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	
371_TR18512-c0_g1_i1.fna	1	1	2	2	2	2	3	2	3	8	2	1	2	2	1	
372_TR32906-c0_g2_i1.fna	2	2	1	1	1	1	1	1	1	2	1	2	2	2	3	
373_TR21970-c0_g2_i4.fna	2	2	0	1	1	0	5	2	2	3	2	3	1	2	3	
374_TR22983-c0_g2_i1.fna	2	1	2	1	1	1	1	1	2	2	1	2	1	2	2	
375_TR27350-c0_g1_i1.fna	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	
377_TR30332-c0_g1_i1.fna	2	4	2	0	0	5	0	5	1	2	0	2	2	0	0	
378_TR14298-c0_g1_i1.fna	2	2	9	3	4	7	0	2	5	4	6	0	3	3	5	
379_TR14827-c0_g1_i1.fna	1	4	2	2	3	5	1	1	3	3	4	1	1	5	4	
380_TR22523-c0_g1_i1.fna	1	1	1	1	1	2	2	1	1	3	1	1	1	3	5	
381_TR16252-c0_g1_i1.fna	1	2	2	2	3	2	2	1	1	2	2	2	1	2	3	
382_TR34450-c0_g2_i1.fna	2	2	2	2	2	1	2	1	1	4	2	3	2	1	3	
383_TR23945-c0_g1_i1.fna	1	1	1	2	1	1	2	2	2	3	2	4	1	2	1	
385_TR743-c3_g2_i2.fna	2	2	1	2	2	1	1	1	1	2	1	6	2	2	1	
386_TR20052-c0_g2_i1.fna	2	1	1	2	2	1	1	2	1	1	1	1	1	1	3	
387_TR33625-c0_g2_i1.fna	1	1	1	1	1	1	1	1	1	3	2	1	1	2	3	
388_TR15229-c0_g1_i2.fna	3	2	2	2	1	1	1	2	1	6	3	1	1	3	1	
390_TR31446-c0_g1_i1.fna	3	3	3	1	1	4	4	1	3	5	4	3	1	6	3	
392_TR15350-c0_g1_i1.fna	1	3	3	2	5	3	2	2	1	4	3	3	2	2	3	
394_TR6602-c0_g1_i1.fna	5	4	7	5	3	10	5	6	5	10	9	5	6	11	8	
395_TR19862-c0_g1_i1.fna	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	
396_TR16865-c0_g1_i1.fna	1	1	1	1	1	1	1	2	2	3	1	1	2	1	3	
398_TR17223-c1_g1_i1.fna	2	2	3	2	3	1	2	1	2	1	4	2	4	1	2	
399_TR22125-c0_g1_i1.fna	1	2	1	1	1	2	1	2	1	3	1	2	2	1	1	
400_TR464-c0_g1_i1.fna	1	1	1	1	2	2	2	1	1	1	2	1	2	1	3	
401_TR20908-c0_g1_i1.fna	2	1	1	3	2	1	2	1	1	4	2	4	3	1	2	
402_TR13351-c0_g2_i2.fna	2	2	1	2	1	1	2	2	2	2	1	2	2	1	1	
404_TR4201-c0_g1_i1.fna	1	2	1	2	1	3	1	2	3	2	5	3	2	3	6	
405_TR10981-c0_g1_i1.fna	3	2	3	2	7	1	4	11	3	5	4	10	6	2	2	
406_TR20251-c0_g1_i1.fna	1	2	1	1	2	4	2	2	4	1	6	3	3	7	5	
407_TR19798-c0_g1_i1.fna	1	2	1	1	2	3	1	2	2	2	3	4	4	1	2	
408_TR33625-c0_g1_i1.fna	2	2	2	1	2	2	1	2	1	3	2	3	2	2	3	
409_TR33792-c0_g1_i1.fna	1	3	2	1	1	2	1	6	1	7	1	5	2	2	1	
410_TR17942-c0_g2_i1.fna	1	1	2	1	1	3	1	2	1	3	2	3	2	2	3	
412_TR1521-c1_g3_i3.fna	5	3	1	2	1	1	3	3	8	6	2	7	5	4	2	
413_TR18403-c0_g1_i1.fna	1	1	2	1	1	1	2	1	1	1	2	3	1	1	1	
414_TR7858-c0_g1_i1.fna	1	4	4	4	4	4	2	3	3	2	3	1	1	5	4	
415_TR14836-c0_g2_i1.fna	2	2	1	1	1	2	1	2	1	3	1	3	1	2	4	
417_TR13838-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	4	2	1	1	1	2	
418_TR26582-c0_g1_i1.fna	2	2	2	2	1	2	1	1	3	1	3	4	1	4	9	
420_TR29767-c0_g1_i2.fna	3	2	2	2	2	1	2	3	2	1	3	1	3	3	1	
421_TR9202-c1_g3_i1.fna	1	2	3	3	2	4	1	2	3	1	2	2	4	2	5	
423_TR31272-c5_g2_i1.fna	2	2	1	2	4	1	2	2	1	3	2	5	2	2	2	
424_TR8651-c0_g1_i1.fna	3	2	6	2	2	7	4	2	2	17	8	4	2	7	5	
426_TR24705-c0_g2_i1.fna	1	2	1	2	2	2	0	1	2	4	1	2	1	3	1	
427_TR20802-c0_g1_i1.fna	1	1	1	2	1	1	1	0	1	2	1	2	1	2	2	
428_TR23947-c0_g4_i1.fna	1	1	1	1	1	1	4	1	1	4	2	3	1	4	3	
429_TR16814-c0_g1_i1.fna	1	2	1	2	1	1	1	2	2	2	1	2	1	1	1	
430_TR5038-c0_g1_i1.fna	2	2	2	2	1	2	1	1	3	4	2	3	2	2	2	
431_TR22783-c0_g1_i1.fna	1	7	3	5	3	7	6	3	8	2	8	5	4	5	2	
433_TR2245-c0_g1_i1.fna	1	5	6	3	6	6	3	2	1	1	4	6	4	7	5	
434_TR22581-c0_g1_i1.fna	1	1	3	1	1	1	2	1	2	1	1	3	1	1	4	
435_TR2334-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	8	2	2	2	1	2	
436_TR11181-c0_g2_i1.fna	2	1	1	1	1	2	2	2	2	1	1	1	1	1	2	
438_TR127-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	2	1	1	3	0	2	
439_TR4430-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	3	1	2	1	1	2	
440_TR3952-c1_g4_i4.fna	3	3	8	3	3	4	5	6	2	2	2	0	8	4	0	
441_TR23154-c0_g1_i1.fna	2	1	2	1	1	1	1	2	1	2	1	1	2	2	5	
443_TR10328-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	
444_TR24250-c0_g1_i1.fna	7	6	5	6	3	5	4	7	4	8	5	6	6	12	8	
445_TR1079-c0_g1_i1.fna	2	1	1	1	2	1	1	1	1	3	1	2	2	1	1	
446_TR33246-c0_g1_i1.fna	1	3	1	2	2	2	2	4	3	6	5	3	2	2	2	
447_TR5963-c0_g1_i2.fna	3	2	1	2	1	1	1	1	1	2	1	1	2	1	4	
448_TR30390-c0_g1_i1.fna	1	1	2	1	2	4	2	2	2	2	2	2	2	2	5	
450_TR1963-c0_g2_i1.fna	1	1	2	1	1	1	1	2	1	4	1	1	1	1	2	
452_TR24989-c0_g1_i1.fna	1	4	3	2	3	2	3	2	2	3	2	1	2	2	1	
454_TR23271-c0_g1_i1.fna	1	3	2	1	1	3	1	1	1	1	2	1	1	2	2	
455_TR23888-c0_g1_i2.fna	2	1	1	1	2	1	1	4	2	2	2	2	3	1	1	
456_TR24286-c0_g2_i1.fna	1	1	1	2	1	2	2	2	1	3	1	1	2	1	2	
457_TR7203-c0_g1_i2.fna	4	2	2	1	1	2	1	2	1	5	4	3	3	2	2	
458_TR14846-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	1	1	2	2	1	3	
460_TR2819-c0_g2_i1.fna	2	1	1	1	1	1	2	1	1	2	1	3	3	1	2	
462_TR30942-c0_g1_i1.fna	2	1	2	2	2	2	1	3	1	6	2	1	1	2	5	
463_TR1206-c0_g1_i1.fna	2	1	2	2	1	1	2	1	1	4	1	1	1	4	4	
465_TR14444-c0_g1_i1.fna	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	
466_TR7417-c0_g2_i1.fna	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	
467_TR15192-c0_g1_i1.fna	3	3	2	2	1	4	2	3	2	2	2	3	4	5	2	
471_TR13985-c3_g1_i1.fna	3	1	2	4	4	2	11	5	3	1	4	4	5	4	4	
472_TR24974-c0_g2_i1.fna	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	
474_TR30945-c0_g1_i1.fna	1	1	2	2	1	1	2	1	1	4	1	2	2	1	1	
476_TR13985-c2_g2_i1.fna	3	2	3	2	1	2	0	0	1	0	3	6	1	1	2	
477_TR10576-c0_g1_i1.fna	1	2	1	1	2	1	1	2	1	5	2	2	2	2	2	
478_TR24168-c0_g1_i1.fna	1	5	2	1	2	2	1	1	2	5	4	1	1	3	6	
479_TR1944-c0_g1_i1.fna	1	1	1	2	1	5	1	1	1	1	2	3	2	3	4	
480_TR6408-c0_g1_i1.fna	1	2	1	2	1	3	1	1	1	1	3	3	2	2	3	
481_TR14547-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	4	1	1	1	1	1	
482_TR12679-c0_g2_i1.fna	2	1	2	2	2	1	3	1	1	1	1	4	3	1	2	
483_TR20382-c0_g1_i1.fna	1	2	3	1	2	0	2	0	0	2	5	4	3	0	2	
484_TR22338-c0_g1_i1.fna	1	2	1	2	1	1	1	1	1	2	3	1	1	2	3	
485_TR613-c2_g1_i1.fna	4	2	1	2	1	3	3	1	6	7	4	12	5	5	2	
486_TR1891-c0_g1_i1.fna	1	1	1	1	2	3	2	1	2	3	1	1	1	1	3	
487_TR27576-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	4	1	1	1	1	2	
490_TR25823-c1_g1_i1.fna	1	3	4	3	2	2	2	2	3	2	2	1	2	4	3	
492_TR743-c3_g5_i12.fna	2	2	1	2	1	1	1	1	1	3	1	1	1	2	1	
493_TR3254-c0_g2_i1.fna	2	6	4	3	2	6	1	5	1	1	4	3	1	3	3	
495_TR4681-c3_g6_i1.fna	5	6	7	4	7	2	2	11	7	3	3	7	4	4	6	
497_TR35710-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	2	1	1	3	2	2	
498_TR13914-c1_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	2	4	1	1	2	
500_TR18970-c0_g2_i1.fna	2	3	1	1	2	1	1	2	3	2	1	5	2	1	1	
501_TR372-c0_g1_i1.fna	1	1	2	3	1	0	0	4	0	4	1	1	1	3	1	
502_TR7117-c0_g1_i1.fna	1	2	1	3	1	3	3	2	1	5	4	3	2	3	3	
503_TR20058-c0_g2_i1.fna	1	2	1	1	1	1	2	1	1	2	2	2	2	1	1	
504_TR27034-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	4	2	2	3	2	4	
508_TR27376-c1_g3_i1.fna	1	1	3	1	3	2	4	1	3	1	2	1	1	2	2	
509_TR23585-c0_g1_i1.fna	2	1	1	2	2	2	2	2	3	3	2	3	1	1	2	
510_TR33245-c0_g2_i1.fna	2	1	1	1	1	1	1	1	2	3	1	1	1	3	2	
511_TR28641-c1_g1_i1.fna	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	
512_TR23477-c0_g1_i2.fna	2	1	1	2	1	2	1	1	2	3	1	2	3	1	3	
513_TR32727-c1_g1_i1.fna	4	2	1	4	1	4	1	3	2	4	2	2	2	1	4	
515_TR6443-c0_g1_i1.fna	2	2	1	1	1	2	1	1	1	2	1	2	3	1	1	
517_TR6617-c5_g1_i1.fna	1	2	2	1	1	2	1	2	1	2	1	1	2	2	3	
518_TR10225-c0_g1_i1.fna	1	2	1	1	1	2	1	4	1	2	2	1	2	3	2	
519_TR36015-c1_g2_i1.fna	1	1	1	1	1	2	1	1	1	0	1	1	1	1	3	
523_TR31751-c0_g1_i1.fna	3	3	4	3	3	4	3	4	3	6	2	3	4	4	5	
524_TR36483-c0_g1_i1.fna	1	3	2	0	0	1	2	2	2	1	2	0	2	1	2	
525_TR8395-c0_g1_i1.fna	1	1	1	1	1	2	1	1	1	6	3	2	2	1	3	
527_TR32452-c0_g1_i1.fna	1	1	1	1	1	3	1	1	1	5	4	3	3	3	4	
529_TR12924-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
532_TR21089-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	
534_TR32145-c0_g1_i1.fna	1	1	1	1	1	3	2	1	1	2	1	1	2	1	2	
535_TR23849-c5_g1_i3.fna	1	2	1	2	2	2	4	10	5	1	1	3	2	1	2	
538_TR16116-c1_g2_i12.fna	3	3	6	2	5	4	5	2	3	4	9	3	8	4	7	
539_TR29950-c0_g1_i1.fna	3	1	3	2	2	4	3	1	1	3	5	3	2	2	4	
540_TR32773-c0_g1_i2.fna	2	1	1	2	1	2	1	2	2	2	1	3	3	1	2	
541_TR4826-c0_g1_i1.fna	1	2	1	1	1	3	1	3	2	6	3	1	1	4	4	
542_TR7101-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	
545_TR25096-c0_g1_i1.fna	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	
546_TR6668-c0_g1_i1.fna	3	3	5	5	2	2	4	9	4	2	5	3	4	5	3	
547_TR8278-c0_g1_i2.fna	1	1	2	3	2	3	1	4	1	6	3	2	6	3	2	
549_TR11986-c0_g2_i1.fna	2	3	2	1	2	2	2	1	2	4	2	2	2	3	3	
551_TR12756-c0_g2_i1.fna	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	
554_TR29147-c0_g2_i1.fna	1	2	1	1	1	1	2	1	1	2	1	1	2	2	3	
555_TR4835-c1_g2_i1.fna	2	3	3	1	2	2	2	2	2	3	5	2	3	1	7	
556_TR16944-c0_g1_i1.fna	3	2	4	6	3	7	4	5	5	1	7	1	4	3	4	
558_TR29976-c0_g1_i2.fna	2	1	2	1	2	1	3	1	3	8	2	3	4	2	3	
559_TR7248-c0_g1_i1.fna	2	1	1	1	1	1	2	1	1	4	2	1	1	1	1	
561_TR18050-c0_g1_i1.fna	2	2	4	4	5	2	3	3	5	3	2	5	4	2	3	
562_TR21501-c0_g1_i1.fna	1	2	2	1	1	2	2	1	1	0	2	1	0	1	3	
564_TR21035-c0_g1_i1.fna	1	2	1	1	1	1	1	1	1	4	1	3	2	2	3	
567_TR9534-c0_g1_i1.fna	1	1	1	2	1	2	1	1	2	3	1	1	1	1	4	
568_TR35458-c0_g1_i1.fna	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	
569_TR17020-c1_g1_i2.fna	4	3	2	5	3	2	4	2	2	2	2	2	1	3	2	
571_TR19636-c0_g2_i1.fna	2	1	2	3	1	1	1	3	1	2	2	3	3	1	1	
572_TR32396-c0_g1_i1.fna	2	1	2	1	1	1	1	1	1	4	4	2	4	3	5	
573_TR3120-c0_g1_i1.fna	1	2	2	2	1	1	2	2	1	3	1	3	5	1	2	
574_TR16467-c0_g2_i1.fna	2	1	2	1	1	2	1	1	1	2	1	1	1	2	4	
575_TR4967-c1_g1_i1.fna	1	2	1	2	1	2	2	1	1	3	1	1	1	1	2	
577_TR17269-c3_g1_i1.fna	2	3	3	2	1	1	2	2	1	1	2	4	2	2	2	
578_TR17269-c3_g1_i3.fna	2	1	1	1	2	1	1	1	1	4	2	2	4	3	2	
579_TR18765-c0_g1_i1.fna	1	1	1	1	1	3	2	1	1	1	2	1	1	3	4	
580_TR22749-c1_g2_i1.fna	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
581_TR26142-c0_g2_i2.fna	2	2	2	1	2	2	3	3	1	6	1	4	3	2	0	
582_TR14000-c0_g1_i1.fna	2	2	3	2	2	3	2	4	3	1	3	2	2	3	5	
584_TR19985-c0_g1_i1.fna	1	1	2	2	1	1	1	2	2	3	2	3	2	2	2	
585_TR12215-c0_g1_i1.fna	1	2	4	3	2	3	1	1	2	1	2	4	2	6	5	
586_TR17020-c1_g1_i1.fna	2	2	1	0	1	2	2	3	2	4	2	2	1	3	1	
588_TR13211-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	
590_TR9051-c0_g1_i1.fna	1	1	1	1	1	1	3	1	1	8	1	1	2	1	4	
591_TR27690-c0_g1_i1.fna	1	2	1	1	1	3	1	1	2	1	3	2	2	3	3	
592_TR2589-c0_g1_i1.fna	1	1	1	1	1	1	1	2	2	4	1	1	1	1	2	
594_TR16961-c0_g2_i1.fna	1	2	1	2	1	1	1	1	2	2	1	2	2	1	2	
595_TR26411-c0_g1_i1.fna	1	1	2	1	1	1	1	1	1	3	1	3	1	2	1	
596_TR35575-c0_g1_i1.fna	2	1	5	1	1	5	1	2	1	1	3	2	2	1	3	
598_TR9845-c1_g2_i1.fna	1	2	1	2	2	2	4	3	3	2	3	3	3	1	2	
599_TR7756-c0_g2_i1.fna	2	1	2	1	2	1	1	1	2	1	2	2	1	1	4	
600_TR18761-c0_g1_i2.fna	3	2	3	4	5	3	4	1	4	7	3	6	5	3	5	
601_TR12176-c0_g1_i1.fna	1	1	1	2	1	2	1	2	2	8	2	2	3	2	2	
602_TR13346-c1_g1_i1.fna	1	2	1	1	1	1	1	2	2	3	2	2	2	2	2	
603_TR15903-c1_g2_i1.fna	1	1	1	1	1	2	1	1	1	4	2	2	1	1	2	
604_TR21604-c1_g1_i1.fna	2	2	3	6	3	5	3	6	2	6	2	4	3	2	2	
605_TR28928-c0_g1_i1.fna	1	1	1	2	1	1	1	1	2	2	2	2	1	1	2	
606_TR35064-c0_g1_i1.fna	1	2	3	2	2	1	1	1	2	1	1	1	1	1	1	
607_TR13080-c0_g3_i1.fna	4	2	5	6	2	7	2	4	5	0	2	6	3	3	3	
608_TR13230-c0_g1_i1.fna	1	1	1	1	1	2	1	2	1	1	1	1	3	1	2	
609_TR32325-c1_g2_i1.fna	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	
611_TR12548-c0_g1_i1.fna	1	1	1	1	2	1	3	1	3	3	2	3	3	1	1	
614_TR28065-c0_g1_i1.fna	2	3	2	2	2	2	3	3	2	5	3	5	3	3	2	
615_TR29065-c0_g1_i1.fna	1	1	1	1	2	4	2	2	1	2	2	3	2	4	3	
616_TR7617-c0_g1_i1.fna	1	1	1	1	2	1	2	1	1	2	1	1	1	1	3	
617_TR9222-c0_g1_i3.fna	6	1	2	2	5	4	1	8	2	1	3	4	7	6	4	
622_TR16730-c0_g2_i1.fna	1	4	0	4	1	0	0	0	0	1	0	3	1	1	4	
624_TR3487-c0_g2_i1.fna	2	1	1	2	1	1	1	3	1	2	3	2	2	2	1	
625_TR12756-c0_g1_i1.fna	1	2	3	3	2	2	1	1	3	1	1	4	2	2	1	
627_TR11063-c0_g1_i2.fna	3	2	2	2	2	1	2	2	2	5	2	2	4	1	5	
630_TR32638-c0_g1_i1.fna	1	3	2	1	1	4	2	2	1	2	5	1	1	5	5	
631_TR12156-c0_g1_i1.fna	1	1	1	1	1	3	1	1	1	5	1	1	1	1	1	
632_TR6330-c0_g1_i1.fna	1	2	1	1	1	1	2	1	2	2	2	1	3	3	2	
633_TR25375-c0_g2_i1.fna	2	2	3	1	2	2	2	2	2	2	3	2	2	2	3	
635_TR36215-c0_g3_i3.fna	4	5	4	4	4	4	3	4	7	2	5	4	3	4	6	
636_TR21652-c0_g2_i1.fna	2	2	1	2	2	2	1	2	2	5	1	2	2	3	2	
637_TR33720-c0_g3_i1.fna	2	1	1	3	2	1	1	2	1	6	2	3	2	1	1	
640_TR10333-c0_g1_i1.fna	1	2	3	2	1	4	1	1	3	1	2	1	1	3	2	
641_TR12962-c0_g1_i1.fna	1	1	1	2	1	1	1	2	1	2	1	3	2	3	3	
643_TR4681-c3_g2_i1.fna	1	1	1	2	2	2	1	1	4	2	1	2	1	1	1	
644_TR5255-c0_g1_i1.fna	1	1	1	3	2	1	1	2	1	4	2	1	1	2	1	
645_TR26866-c1_g1_i1.fna	1	4	5	4	4	6	2	3	3	4	5	6	4	6	4	
646_TR1757-c0_g2_i1.fna	2	1	2	2	3	2	2	3	3	3	1	3	1	3	4	
647_TR6976-c0_g1_i1.fna	1	2	1	1	3	1	1	1	2	3	1	2	3	1	1	
648_TR10067-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	
650_TR17174-c0_g1_i1.fna	1	1	2	1	1	1	2	2	2	2	4	1	2	1	2	
651_TR26517-c0_g1_i1.fna	1	2	2	1	2	1	1	1	1	2	2	1	4	1	3	
652_TR32097-c0_g1_i1.fna	1	2	3	2	1	2	2	2	2	1	2	2	2	1	3	
654_TR9845-c1_g2_i2.fna	2	2	2	2	4	3	1	1	2	1	3	1	2	2	1	
655_TR11017-c0_g1_i1.fna	1	1	2	1	2	1	1	1	1	2	1	2	1	2	1	
657_TR1547-c0_g2_i1.fna	2	3	2	2	2	3	1	2	2	3	3	3	2	3	3	
658_TR9862-c0_g1_i1.fna	1	3	2	2	1	1	1	1	1	3	3	4	3	3	5	
660_TR6854-c0_g3_i2.fna	2	1	1	1	2	1	0	1	1	0	1	2	1	1	3	
662_TR14021-c0_g1_i1.fna	1	1	1	2	2	2	1	1	1	3	3	1	2	1	3	
663_TR23580-c0_g1_i1.fna	2	1	1	2	1	1	1	2	1	2	1	2	2	1	1	
664_TR25161-c0_g1_i1.fna	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	
666_TR8134-c0_g1_i1.fna	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	
667_TR14964-c0_g1_i7.fna	5	2	4	2	3	2	3	6	2	4	3	3	6	3	4	
668_TR22552-c0_g2_i1.fna	1	2	1	1	2	3	1	2	2	1	2	2	3	4	3	
670_TR33508-c0_g1_i1.fna	2	2	3	2	2	2	1	1	1	6	1	1	2	1	1	
671_TR36305-c0_g1_i1.fna	1	1	3	1	1	1	1	1	1	8	2	3	4	2	2	
672_TR17269-c1_g2_i1.fna	3	2	2	3	3	2	1	2	1	6	1	1	2	2	2	
673_TR2952-c0_g1_i1.fna	1	1	2	1	2	1	1	4	1	2	2	2	1	1	1	
674_TR8112-c0_g1_i2.fna	2	2	1	2	1	1	2	2	2	4	3	3	2	3	2	
675_TR20481-c0_g1_i1.fna	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	
677_TR7046-c0_g2_i1.fna	2	2	2	2	2	1	1	2	2	6	2	2	2	1	2	
678_TR21687-c1_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	
679_TR6807-c0_g1_i1.fna	3	3	2	2	2	3	2	2	2	4	2	3	2	3	3	
680_TR1342-c0_g1_i1.fna	1	1	1	2	1	1	1	2	1	1	1	3	2	1	1	
682_TR13515-c0_g2_i1.fna	2	4	2	3	5	2	5	2	3	1	4	5	1	6	4	
683_TR23982-c0_g1_i1.fna	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	
686_TR13824-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	
687_TR19925-c0_g4_i1.fna	2	3	0	4	3	1	1	3	3	0	4	3	3	3	3	
688_TR31454-c0_g4_i1.fna	1	2	3	7	4	0	5	6	2	1	3	4	3	4	3	
689_TR11006-c0_g1_i1.fna	1	1	1	1	2	1	1	1	1	2	2	1	2	1	3	
691_TR23806-c0_g1_i1.fna	1	1	1	1	1	1	1	1	1	3	3	1	1	1	3	
692_TR29834-c0_g1_i1.fna	1	1	1	2	2	1	1	1	2	1	2	1	2	2	1	
694_TR31422-c0_g2_i1.fna	2	1	2	2	1	1	2	4	2	2	2	1	3	2	2	
695_TR18701-c1_g1_i6.fna	6	2	2	9	3	2	1	2	6	5	1	3	5	2	3	
696_TR22371-c0_g1_i1.fna	4	4	5	2	2	4	2	1	3	7	3	4	3	3	6	
698_TR16715-c0_g2_i1.fna	1	1	2	1	2	1	1	1	2	4	1	2	2	2	3	
701_TR23628-c0_g1_i1.fna	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	
703_TR18581-c0_g1_i1.fna	1	1	2	1	1	2	2	2	1	3	3	1	1	1	2	
704_TR23267-c0_g1_i1.fna	3	2	2	2	2	1	3	4	2	1	4	3	4	3	2	
705_TR24196-c0_g1_i1.fna	1	2	2	2	2	1	1	1	1	2	2	2	3	1	1	
706_TR31954-c0_g1_i3.fna	2	3	0	4	6	0	1	3	3	4	0	4	5	0	0	
707_TR35655-c0_g1_i1.fna	1	1	1	2	2	1	1	1	1	3	1	2	1	1	1	
708_TR26726-c2_g1_i1.fna	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	
716_TR907-c0_g1_i1.fna	1	3	2	1	1	2	1	1	1	4	3	4	1	1	2	
717_TR642-c0_g2_i1.fna	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	
718_TR18652-c0_g2_i1.fna	1	2	1	2	2	2	2	3	2	1	4	4	2	2	3	
720_TR35309-c0_g1_i1.fna	1	2	1	2	1	3	1	1	1	1	2	2	1	3	2	
721_TR32328-c0_g1_i1.fna	1	1	2	3	3	1	2	3	2	6	1	4	2	2	2	
722_TR2924-c0_g1_i1.fna	1	1	2	2	1	2	0	0	0	1	2	0	0	2	0	
723_TR27691-c0_g1_i1.fna	2	2	1	1	1	2	1	3	2	5	2	5	2	1	1	
