# /home/contrera/soft/github/get_homologues//pfam_enrich.pl -d cds_est_homologues -c clusters_cds -x clusters_cds_t3/SBCC073_pangenes_list.txt -n 1 -s 0 -e 1 -t greater -p 1.00 -r SBCC073 -f SBCC073_accessory.fna

# parsing clusters...
# 39538 sequences extracted from 112499 clusters

# total experiment sequence ids = 6304
# total control    sequence ids = 39538

# parse_Pfam_freqs: set1 = 813 Pfams set2 = 3863 Pfams


# created FASTA file: SBCC073_accessory.fna

# sequences=6304 mean length=400.3 , seqs/cluster=1.14

# fisher exact test type: 'greater'
# multi-testing p-value adjustment: fdr
# adjusted p-value threshold: 1

# total annotated domains: experiment=1898 control=19558

#PfamID	counts(exp)	counts(ctr)	freq(exp)	freq(ctr)	p-value	p-value(adj)	description
PF04658	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	TAFII55 protein conserved region
PF04676	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Protein similar to CwfJ C-terminus 2
PF04677	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Protein similar to CwfJ C-terminus 1
PF04824	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Conserved region of Rad21 / Rec8 like protein
PF04874	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Mak16 protein C-terminal region
PF05096	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Glutamine cyclotransferase
PF05129	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Transcription elongation factor Elf1 like
PF05190	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	MutS family domain IV
PF05201	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Glutamyl-tRNAGlu reductase, N-terminal domain
PF05348	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Proteasome maturation factor UMP1
PF05470	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Eukaryotic translation initiation factor 3 subunit 8 N-terminus
PF05514	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	HR-like lesion-inducing
PF05678	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	VQ motif
PF05742	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Transport and Golgi organisation 2
PF05915	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Eukaryotic protein of unknown function (DUF872)
PF06108	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Protein of unknown function (DUF952)
PF06155	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Gamma-butyrobetaine hydroxylase-like, N-terminal
PF06246	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Isy1-like splicing family
PF06487	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Sin3 associated polypeptide p18 (SAP18)
PF06602	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Myotubularin-like phosphatase domain
PF06838	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Methionine gamma-lyase
PF06957	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Coatomer (COPI) alpha subunit C-terminus
PF07207	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Light regulated protein Lir1
PF07891	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Protein of unknown function (DUF1666)
PF07959	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	L-fucokinase
PF08161	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	NUC173 domain
PF08265	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	YL1 nuclear protein C-terminal domain
PF08840	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	BAAT / Acyl-CoA thioester hydrolase C terminal
PF08934	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Rb C-terminal domain
PF09445	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	RNA cap guanine-N2 methyltransferase
PF09597	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	IGR protein motif
PF09767	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Predicted membrane protein (DUF2053)
PF09783	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Vacuolar import and degradation protein
PF09786	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Cytochrome B561, N terminal
PF10172	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Det1 complexing ubiquitin ligase
PF10191	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Golgi complex component 7 (COG7)
PF10890	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Cytochrome b-c1 complex subunit 8
PF11715	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Nucleoporin Nup120/160
PF12037	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Domain of unknown function (DUF3523)
PF12251	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	snRNA-activating protein of 50kDa MW C terminal
PF12766	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Pyridoxamine 5'-phosphate oxidase
PF12871	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Pre-mRNA-splicing factor 38-associated hydrophilic C-term
PF13378	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Enolase C-terminal domain-like
PF13714	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Phosphoenolpyruvate phosphomutase
PF13943	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	WPP domain
PF14500	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Dos2-interacting transcription regulator of RNA-Pol-II
PF14655	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Rab3 GTPase-activating protein regulatory subunit N-terminus
PF15985	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	KH domain
PF16543	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	DRG Family Regulatory Proteins, Tma46
PF16906	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Ribosomal proteins L26 eukaryotic, L24P archaeal
PF16983	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Molybdate transporter of MFS superfamily
PF18087	1	2	5.269e-04	1.023e-04	2.427e-01	1.000e+00	Rubisco Assembly chaperone C-terminal domain
PF03514	4	25	2.107e-03	1.278e-03	2.522e-01	1.000e+00	GRAS domain family
PF12937	4	25	2.107e-03	1.278e-03	2.522e-01	1.000e+00	F-box-like
PF14541	4	25	2.107e-03	1.278e-03	2.522e-01	1.000e+00	Xylanase inhibitor C-terminal
PF00224	2	9	1.054e-03	4.602e-04	2.538e-01	1.000e+00	Pyruvate kinase, barrel domain
PF00623	2	9	1.054e-03	4.602e-04	2.538e-01	1.000e+00	RNA polymerase Rpb1, domain 2
PF01965	2	9	1.054e-03	4.602e-04	2.538e-01	1.000e+00	DJ-1/PfpI family
PF04765	2	9	1.054e-03	4.602e-04	2.538e-01	1.000e+00	Protein of unknown function (DUF616)
PF07526	2	9	1.054e-03	4.602e-04	2.538e-01	1.000e+00	Associated with HOX
PF11926	2	9	1.054e-03	4.602e-04	2.538e-01	1.000e+00	Domain of unknown function (DUF3444)
PF14703	2	9	1.054e-03	4.602e-04	2.538e-01	1.000e+00	Cytosolic domain of 10TM putative phosphate transporter
PF00012	4	26	2.107e-03	1.329e-03	2.723e-01	1.000e+00	Hsp70 protein
PF02458	4	26	2.107e-03	1.329e-03	2.723e-01	1.000e+00	Transferase family
PF01490	6	44	3.161e-03	2.250e-03	2.797e-01	1.000e+00	Transmembrane amino acid transporter protein
PF00412	2	10	1.054e-03	5.113e-04	2.879e-01	1.000e+00	LIM domain
PF00862	2	10	1.054e-03	5.113e-04	2.879e-01	1.000e+00	Sucrose synthase
PF01237	2	10	1.054e-03	5.113e-04	2.879e-01	1.000e+00	Oxysterol-binding protein
PF03127	2	10	1.054e-03	5.113e-04	2.879e-01	1.000e+00	GAT domain
PF03283	2	10	1.054e-03	5.113e-04	2.879e-01	1.000e+00	Pectinacetylesterase
PF07651	2	10	1.054e-03	5.113e-04	2.879e-01	1.000e+00	ANTH domain
PF08030	2	10	1.054e-03	5.113e-04	2.879e-01	1.000e+00	Ferric reductase NAD binding domain
PF16135	2	10	1.054e-03	5.113e-04	2.879e-01	1.000e+00	Tify domain binding domain
PF13839	4	27	2.107e-03	1.381e-03	2.927e-01	1.000e+00	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p
PF00125	3	19	1.581e-03	9.715e-04	3.081e-01	1.000e+00	Core histone H2A/H2B/H3/H4
PF00115	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Cytochrome C and Quinol oxidase polypeptide I
PF00135	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Carboxylesterase family
PF00252	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Ribosomal protein L16p/L10e
PF00306	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	ATP synthase alpha/beta chain, C terminal domain
PF00438	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	S-adenosylmethionine synthetase, N-terminal domain
PF00497	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Bacterial extracellular solute-binding proteins, family 3
PF00732	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	GMC oxidoreductase
PF00745	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Glutamyl-tRNAGlu reductase, dimerisation domain
PF00967	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Barwin family
PF01018	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	GTP1/OBG
PF01053	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Cys/Met metabolism PLP-dependent enzyme
PF01074	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Glycosyl hydrolases family 38 N-terminal domain
PF01084	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Ribosomal protein S18
PF01148	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Cytidylyltransferase family
PF01159	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Ribosomal protein L6e
PF01171	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	PP-loop family
PF01180	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Dihydroorotate dehydrogenase
PF01196	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Ribosomal protein L17
PF01381	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Helix-turn-helix
PF01592	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	NifU-like N terminal domain
PF01597	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Glycine cleavage H-protein
PF01907	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Ribosomal protein L37e
PF02150	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	RNA polymerases M/15 Kd subunit
PF02268	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Transcription initiation factor IIA, gamma subunit, helical domain
PF02301	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	HORMA domain
PF02516	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Oligosaccharyl transferase STT3 subunit
PF02769	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	AIR synthase related protein, C-terminal domain
PF02943	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Ferredoxin thioredoxin reductase catalytic beta chain
PF02978	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Signal peptide binding domain
PF03332	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Eukaryotic phosphomannomutase
PF03721	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
PF04110	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Ubiquitin-like autophagy protein Apg12
PF04209	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	homogentisate 1,2-dioxygenase
PF04253	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Transferrin receptor-like dimerisation domain
PF04433	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	SWIRM domain
PF04669	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Polysaccharide biosynthesis
PF04675	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	DNA ligase N terminus
PF04695	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Pex14 N-terminal domain
PF04718	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Mitochondrial ATP synthase g subunit
PF04909	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Amidohydrolase
PF05056	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Protein of unknown function (DUF674)
PF05063	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	MT-A70
PF05724	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Thiopurine S-methyltransferase (TPMT)
PF05964	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	F/Y-rich N-terminus
PF06136	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Domain of unknown function (DUF966)
PF06220	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	U1 zinc finger
PF06364	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Protein of unknown function (DUF1068)
PF06552	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Plant specific mitochondrial import receptor subunit TOM20
PF06749	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Protein of unknown function (DUF1218)
PF08209	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Sgf11 (transcriptional regulation protein)
PF08268	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	F-box associated domain
PF08506	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Cse1
PF08661	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Replication factor A protein 3
PF08768	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Domain of unknown function (DUF1794)
PF09133	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	SANTA (SANT Associated)
PF09412	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Endoribonuclease XendoU
PF09439	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Signal recognition particle receptor beta subunit
PF09446	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	VMA21-like domain
PF10358	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	N-terminal C2 in EEIG1 and EHBP1 proteins
PF11799	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	impB/mucB/samB family C-terminal domain
PF11838	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	ERAP1-like C-terminal domain
PF11976	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Ubiquitin-2 like Rad60 SUMO-like
PF11995	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Domain of unknown function (DUF3490)
PF12056	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Protein of unknown function (DUF3537)
PF12481	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Aluminium induced protein
PF12738	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	twin BRCT domain
PF13869	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Nucleotide hydrolase
PF13871	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	C-terminal domain on Strawberry notch homologue
PF13911	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	AhpC/TSA antioxidant enzyme
PF14853	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Fis1 C-terminal tetratricopeptide repeat
PF16413	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	DNA mismatch repair protein Mlh1 C-terminus
PF16455	1	3	5.269e-04	1.534e-04	3.097e-01	1.000e+00	Ubiquitin-binding domain
PF00006	2	11	1.054e-03	5.624e-04	3.218e-01	1.000e+00	ATP synthase alpha/beta family, nucleotide-binding domain
PF00060	2	11	1.054e-03	5.624e-04	3.218e-01	1.000e+00	Ligand-gated ion channel
PF01397	2	11	1.054e-03	5.624e-04	3.218e-01	1.000e+00	Terpene synthase, N-terminal domain
PF01434	2	11	1.054e-03	5.624e-04	3.218e-01	1.000e+00	Peptidase family M41
PF02714	2	11	1.054e-03	5.624e-04	3.218e-01	1.000e+00	Calcium-dependent channel, 7TM region, putative phosphate
PF03094	2	11	1.054e-03	5.624e-04	3.218e-01	1.000e+00	Mlo family
PF04577	2	11	1.054e-03	5.624e-04	3.218e-01	1.000e+00	Protein of unknown function (DUF563)
PF08244	2	11	1.054e-03	5.624e-04	3.218e-01	1.000e+00	Glycosyl hydrolases family 32 C terminal
PF11891	2	11	1.054e-03	5.624e-04	3.218e-01	1.000e+00	Protein RETICULATA-related
PF02365	4	29	2.107e-03	1.483e-03	3.340e-01	1.000e+00	No apical meristem (NAM) protein
PF01554	4	30	2.107e-03	1.534e-03	3.548e-01	1.000e+00	MatE
PF08387	4	30	2.107e-03	1.534e-03	3.548e-01	1.000e+00	FBD
PF00365	2	12	1.054e-03	6.136e-04	3.553e-01	1.000e+00	Phosphofructokinase
PF00690	2	12	1.054e-03	6.136e-04	3.553e-01	1.000e+00	Cation transporter/ATPase, N-terminus
PF03763	2	12	1.054e-03	6.136e-04	3.553e-01	1.000e+00	Remorin, C-terminal region
PF03810	2	12	1.054e-03	6.136e-04	3.553e-01	1.000e+00	Importin-beta N-terminal domain
PF03106	5	40	2.634e-03	2.045e-03	3.675e-01	1.000e+00	WRKY DNA -binding domain
PF10551	5	40	2.634e-03	2.045e-03	3.675e-01	1.000e+00	MULE transposase domain
PF00092	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	von Willebrand factor type A domain
PF00162	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Phosphoglycerate kinase
PF00163	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Ribosomal protein S4/S9 N-terminal domain
PF00181	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Ribosomal Proteins L2, RNA binding domain
PF00199	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Catalase
PF00210	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Ferritin-like domain
PF00213	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	ATP synthase delta (OSCP) subunit
PF00234	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Protease inhibitor/seed storage/LTP family
PF00280	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Potato inhibitor I family
PF00324	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Amino acid permease
PF00453	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Ribosomal protein L20
PF00639	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	PPIC-type PPIASE domain
PF00730	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	HhH-GPD superfamily base excision DNA repair protein
PF00867	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	XPG I-region
PF00886	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Ribosomal protein S16
PF00941	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	FAD binding domain in molybdopterin dehydrogenase
PF01020	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Ribosomal L40e family
PF01161	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Phosphatidylethanolamine-binding protein
PF01348	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Type II intron maturase
PF01380	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	SIS domain
PF01488	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Shikimate / quinate 5-dehydrogenase
PF01667	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Ribosomal protein S27
PF01778	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Ribosomal L28e protein family
PF01799	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	[2Fe-2S] binding domain
PF02574	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Homocysteine S-methyltransferase
PF03030	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Inorganic H+ pyrophosphatase
PF03096	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Ndr family
PF03222	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Tryptophan/tyrosine permease family
PF03368	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Dicer dimerisation domain
PF03371	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	PRP38 family
PF03450	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	CO dehydrogenase flavoprotein C-terminal domain
PF04153	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	NOT2 / NOT3 / NOT5 family
PF04752	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	ChaC-like protein
PF05000	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	RNA polymerase Rpb1, domain 4
PF05180	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	DNL zinc finger
PF05664	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Unc-13 homolog
PF05705	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Eukaryotic protein of unknown function (DUF829)
PF05965	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	F/Y rich C-terminus
PF06472	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	ABC transporter transmembrane region 2
PF07876	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Stress responsive A/B Barrel Domain
PF07933	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Protein of unknown function (DUF1681)
PF08372	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Plant phosphoribosyltransferase C-terminal
PF08569	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Mo25-like
PF12043	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Domain of unknown function (DUF3527)
PF12049	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Protein of unknown function (DUF3531)
PF12678	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	RING-H2 zinc finger domain
PF13370	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	4Fe-4S single cluster domain of Ferredoxin I
PF13513	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	HEAT-like repeat
PF13602	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Zinc-binding dehydrogenase
PF13656	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	RNA polymerase Rpb3/Rpb11 dimerisation domain
PF13713	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Transcription factor BRX N-terminal domain
PF14555	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	UBA-like domain
PF17846	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Xrn1 helical domain
PF17855	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	MCM AAA-lid domain
PF17942	1	4	5.269e-04	2.045e-04	3.708e-01	1.000e+00	Morc6 ribosomal protein S5 domain 2-like
PF00564	3	22	1.581e-03	1.125e-03	3.832e-01	1.000e+00	PB1 domain
PF00575	2	13	1.054e-03	6.647e-04	3.881e-01	1.000e+00	S1 RNA binding domain
PF00635	2	13	1.054e-03	6.647e-04	3.881e-01	1.000e+00	MSP (Major sperm protein) domain
PF01479	2	13	1.054e-03	6.647e-04	3.881e-01	1.000e+00	S4 domain
PF01789	2	13	1.054e-03	6.647e-04	3.881e-01	1.000e+00	PsbP
PF02170	2	13	1.054e-03	6.647e-04	3.881e-01	1.000e+00	PAZ domain
PF00227	3	23	1.581e-03	1.176e-03	4.078e-01	1.000e+00	Proteasome subunit
PF00415	3	23	1.581e-03	1.176e-03	4.078e-01	1.000e+00	Regulator of chromosome condensation (RCC1) repeat
PF00169	2	14	1.054e-03	7.158e-04	4.202e-01	1.000e+00	PH domain
PF00582	2	14	1.054e-03	7.158e-04	4.202e-01	1.000e+00	Universal stress protein family
PF01485	2	14	1.054e-03	7.158e-04	4.202e-01	1.000e+00	IBR domain, a half RING-finger domain
PF03357	2	14	1.054e-03	7.158e-04	4.202e-01	1.000e+00	Snf7
PF13520	2	14	1.054e-03	7.158e-04	4.202e-01	1.000e+00	Amino acid permease
PF00221	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Aromatic amino acid lyase
PF00235	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Profilin
PF00380	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Ribosomal protein S9/S16
PF00407	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Pathogenesis-related protein Bet v 1 family
PF00411	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Ribosomal protein S11
PF00479	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00503	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	G-protein alpha subunit
PF00542	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Ribosomal protein L7/L12 C-terminal domain
PF00638	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	RanBP1 domain
PF01095	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Pectinesterase
PF01112	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Asparaginase
PF01158	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Ribosomal protein L36e
PF01199	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Ribosomal protein L34e
PF01301	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Glycosyl hydrolases family 35
PF01477	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	PLAT/LH2 domain
PF01595	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Cyclin M transmembrane N-terminal domain
PF01655	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Ribosomal protein L32
PF02089	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Palmitoyl protein thioesterase
PF02135	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	TAZ zinc finger
PF02230	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Phospholipase/Carboxylesterase
PF02374	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Anion-transporting ATPase
PF02469	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Fasciclin domain
PF02775	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain
PF02781	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Glucose-6-phosphate dehydrogenase, C-terminal domain
PF02801	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Beta-ketoacyl synthase, C-terminal domain
PF02889	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Sec63 Brl domain
PF02891	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	MIZ/SP-RING zinc finger
PF03124	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	EXS family
PF03214	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Reversibly glycosylated polypeptide
PF03215	1	5	5.269e-04	2.556e-04	4.265e-01	1.000e+00	Rad17 P-loop domain
